Table S1c Top ranked cell type-enriched genes based on mouse data						
						
Zhang2014_logFC	Zeisel2014_logFC	Tasic2016_logFC	grand_mean	gene	Celltype	
3.73986885180764	3.61450547787945	6.23685920530109	4.53041117832939	MFGE8	ast	
4.8503973005789	2.7504416096291	5.98014760918564	4.52699550646455	PHKG1	ast	
5.82829692715532	2.48134147770758	5.19145438245714	4.50036426244001	SLC7A10	ast	
4.38091757827891	3.83548876073221	5.25760025477378	4.49133553126163	BCAN	ast	
3.69229057605311	3.008909637623	6.76664173310524	4.48928064892712	S1PR1	ast	
4.92437754333091	2.53758147339803	6.00268393343527	4.4882143167214	GABRG1	ast	
4.69228851854563	2.9813443404095	5.69336938271349	4.45566741388954	ARHGEF26	ast	
4.06358807272217	4.18668402694858	5.11633528210366	4.45553579392481	ID4	ast	
4.09109966654641	2.72801215717416	6.45957901189152	4.42623027853737	GLDC	ast	
4.94603740421267	2.08372137357238	6.21025135411464	4.41333671063323	ENTPD2	ast	
5.2222196020389	2.46670186865186	5.54181437782285	4.41024528283787	KIAA2012	ast	
5.13507905398983	2.91497500374096	5.16026666943716	4.40344024238932	PAX6	ast	
4.86776341715395	2.9347587542433	5.40159408803012	4.40137208647579	HAPLN1	ast	
3.71991868603293	4.00833211758047	5.40510858956582	4.37778646439307	SFXN5	ast	
4.08210352032437	4.19730389241348	4.71986199786716	4.333089803535	SCG3	ast	
4.03470873297503	3.33813312737854	5.62292859002856	4.33192348346071	SCARA3	ast	
3.81122148545698	4.02095894226212	5.13961402972242	4.32393148581384	HSD11B1	ast	
3.69468464890464	3.84152892412224	5.28241869266346	4.27287742189678	HTRA1	ast	
4.66233283785781	2.32296654450068	5.75688458757705	4.24739465664518	EPHX2	ast	
3.71024401677856	3.3361419765502	5.62335534217907	4.22324711183594	EZR	ast	
4.82638230280785	2.62763883616889	5.13494123224	4.19632079040558	ADHFE1	ast	
4.19624015351745	2.8642546174125	5.52061887037009	4.19370454710002	PSD2	ast	
4.84877727157154	2.18917445208353	5.53348792514769	4.19047988293425	ELOVL2	ast	
5.22324849407631	1.56141754108619	5.72831975356839	4.1709952629103	CYP4F2	ast	
3.4639527058872	4.80906657890498	4.23180604269957	4.16827510916391	NDRG2	ast	
4.42457366265392	3.02740243804677	5.0329482725092	4.16164145773663	DBX2	ast	
6.20424287506989	1.35979854972726	4.91198360693041	4.15867501057585	GDPD2	ast	
5.50925446983672	3.06959138774307	3.88198158688602	4.15360914815527	SLC7A2	ast	
3.22967320471502	3.6641791813237	5.54151279287059	4.14512172630311	MMD2	ast	
5.42866797560293	1.99078680259552	4.94691453309085	4.1221231037631	DAAM2	ast	
4.61736165729522	2.84092221534914	4.85559360794092	4.10462582686176	POU3F2	ast	
4.36431045143682	2.31573380211259	5.62425768805817	4.10143398053586	GABRB1	ast	
1.77682945668302	5.06384629199752	5.43733316060219	4.09266963642758	MT1X	ast	
2.96276353921715	2.77562951682156	6.488450654316	4.07561457011824	LIX1	ast	
1.16396827641098	4.0579529059993	6.98151078761704	4.06781065667577	FAM107A	ast	
3.65684425359636	3.86613352975392	4.62985994297129	4.05094590877386	CSPG5	ast	
4.61145928644075	2.42469712084937	5.10927078775799	4.0484757316827	TLCD1	ast	
4.42762988844273	2.96257688371331	4.74608297744055	4.0454299165322	SLC6A1	ast	
6.44892819518507	0.874293862412732	4.80465241216032	4.04262482325271	HGF	ast	
4.77634364314448	3.06283843514897	4.26481868029599	4.03466691952981	TRIL	ast	
3.12137463468359	3.69357953962103	5.22491225126982	4.01328880852481	TMEM47	ast	
2.12899170483931	4.27901661480262	5.60671802855984	4.00490878273392	GSTM1	ast	
5.36255966999344	2.78723489414621	3.85708954453687	4.00229470289217	TRIM9	ast	
3.21951455567424	3.67486207608979	5.08313459934392	3.99250374370265	FXYD1	ast	
5.17772411364507	2.16481596515796	4.56617942853887	3.96957316911397	MEGF10	ast	
4.62348636746602	2.0093131022893	5.26576700454769	3.96618882476767	CTH	ast	
7.51922471638108	1.42697870450512	2.93983003404386	3.96201115164336	TNC	ast	
3.6917526268927	3.18526301769127	4.94751143996496	3.94150902818297	NTRK2	ast	
3.45385365794579	3.5487636933471	4.81224560205188	3.93828765111492	ABHD3	ast	
4.6152984198324	2.81618236280292	4.35693409320369	3.92947162527967	DTNA	ast	
2.47167994372046	3.39130904692985	5.92230614435385	3.92843171166805	NKAIN4	ast	
2.69764078441862	2.82159249690039	6.25942607142345	3.92621978424749	PRODH	ast	
4.36190271790069	2.21510275171857	5.19937270117435	3.92545939026454	FAM20A	ast	
3.92875087305797	2.42327538779002	5.24958995215235	3.86720540433345	GPC5	ast	
3.74722301996314	3.96452522338979	3.87899096617705	3.86357973650999	SPARCL1	ast	
3.59121444406346	3.77392478592702	4.19162646695352	3.85225523231467	TTYH1	ast	
1.98201282229608	4.43933403152704	5.13423515746564	3.85186067042959	PRDX6	ast	
3.96883884311665	3.71882401786098	3.78745635887723	3.82503973995162	ATP1B2	ast	
3.39534232673344	3.11976946755408	4.93535378718728	3.8168218604916	E130114P18RIK	ast	
3.72625203649805	2.53011024569123	5.18228220936324	3.81288149718417	ACOT11	ast	
4.75331136753389	2.45062212741751	4.18789290927877	3.79727546807672	AW047730	ast	
5.87682015132865	1.96533810168865	3.48581794190892	3.77599206497541	KCNN3	ast	
6.01318118125646	2.42191941385458	2.87922639839234	3.77144233116779	SLC30A10	ast	
5.54019787196429	1.21325879981807	4.55825447843268	3.77057038340501	FMO1	ast	
4.13013195094391	2.47341451814448	4.69945011989678	3.76766552966172	ABCD2	ast	
3.82207555913304	2.56348825401792	4.88502862208222	3.75686414507773	SLC27A1	ast	
3.17067341708013	3.36877760325099	4.72109443381124	3.75351515138079	AGT	ast	
2.43984551561656	4.52089867967123	4.25126316308527	3.73733578612436	APOE	ast	
4.10466710387293	2.84387679214075	4.26180745258301	3.73678378286556	FJX1	ast	
4.31827751666945	2.25691213900362	4.57386387637712	3.71635117735006	TTPA	ast	
4.3993492171911	1.51637045388533	5.2307698914709	3.71549652084911	GM13872	ast	
3.82765521142316	3.10371222869372	4.21039406086607	3.71392050032765	HEPACAM	ast	
3.97078866895764	1.89364274907928	5.24797696368524	3.70413612724072	DCLK1	ast	
2.78911201626453	3.06223874612404	5.23422072619058	3.69519049619305	TIMP4	ast	
3.56177864676319	2.72955665066638	4.77055025824952	3.68729518522637	SLC38A3	ast	
5.56489729999895	1.53563143531897	3.87876308316276	3.65976393949356	GCNT4	ast	
3.33116167275195	2.46055583814627	5.16411503362935	3.65194418150919	NDP	ast	
2.47959067855571	3.27771190279912	5.19218068421572	3.64982775519018	PREX2	ast	
2.79344223875966	3.46455159273313	4.68396176012012	3.64731853053764	MGST1	ast	
4.84647070189849	1.73945971730031	4.3501364086997	3.6453556092995	RGS20	ast	
2.83821542643153	2.91199371444633	5.17568579641361	3.64196497909715	APPL2	ast	
3.95227828153473	2.70509968948223	4.22355989135576	3.62697928745757	SLC1A4	ast	
4.63035448430622	2.0684522617064	4.13086543972834	3.60989072858032	VCAM1	ast	
4.87021724194172	2.86747545238889	3.07271848567666	3.60347039333576	IGDCC4	ast	
5.27278617988247	1.55901316776064	3.92107664454393	3.58429199739568	SORCS2	ast	
4.51766177117341	2.56151574485697	3.63761002769192	3.5722625145741	GPC6	ast	
4.07516656707037	1.88078962974205	4.73985599276266	3.56527072985836	NIM1K	ast	
3.23936874982172	2.80098565839733	4.6499995468077	3.56345131834225	PAPSS2	ast	
4.32821743585311	2.20861545449226	4.13993625351289	3.55892304795276	GAS1	ast	
5.92531716021133	1.34525423576965	3.39610433482228	3.55555857693442	A2M	ast	
4.05383988937281	3.23545888798437	3.37508342882005	3.55479406872575	KCNJ10	ast	
5.09417421540562	1.79022057480059	3.77561054818493	3.55333511279705	PAMR1	ast	
4.34307537879584	2.91402840897827	3.4027995002672	3.55330109601377	BTBD17	ast	
3.77715247743251	1.64551319516236	5.22406473423419	3.54891013560969	FAM198A	ast	
6.21193021606114	1.27679782560169	3.1222954810011	3.53700784088798	ST6GALNAC5	ast	
5.09882327326273	1.78714239677523	3.70064331637164	3.52886966213653	ITGA7	ast	
4.44222880408005	2.64477124842937	3.49143250044212	3.52614418431718	GRIN2C	ast	
6.21564609446142	0.68578234096852	3.64841453881081	3.51661432474692	GLI2	ast	
3.86676552808301	2.73974083902945	3.87773525859353	3.49474720856867	EMP2	ast	
5.17041575894763	1.07269342226981	4.20657002834454	3.48322640318732	GRHL1	ast	
5.86181949603113	1.05821321385133	3.52866278712049	3.48289849900098	GM37310	ast	
3.33277018642617	2.4113602484737	4.69314291635983	3.47909111708657	PAQR8	ast	
2.86017775111501	3.15911194032748	4.41307491690224	3.47745486944824	RLBP1	ast	
3.24462464418425	1.15223753446658	6.03255560322042	3.47647259395708	GM11266	ast	
3.99871915504484	2.8050656956436	3.61737189381302	3.47371891483382	FMN2	ast	
3.31907021507184	2.38940895730265	4.63941026033368	3.44929647756939	KCNJ16	ast	
4.36935986067803	1.09235439389751	4.87639994538991	3.44603806665515	PDZPH1	ast	
4.02294341785665	1.74709552345642	4.5675564592514	3.44586513352149	OLFML1	ast	
4.13057620388715	1.38469393632317	4.81270471884634	3.44265828635222	C030037D09RIK	ast	
5.51821720378088	2.00809150193794	2.78883065328991	3.43837978633624	P4HA3	ast	
4.43708156686935	1.808162604903	4.060250409383	3.43516486038512	FZD2	ast	
3.73366717550927	0	6.57014606909147	3.43460441486691	TST	ast	
4.30857316377622	1.1422200430715	4.83285730579227	3.42788350421333	LUZP2	ast	
3.33745380305768	3.5418174175796	3.38349148395449	3.42092090153059	ID3	ast	
3.63123758727457	2.11461839928676	4.47849119315878	3.40811572657337	FGFR1	ast	
4.95387662159459	2.10895305696718	3.15565378527433	3.40616115461203	CCDC80	ast	
3.74140321230447	1.25430422563191	5.20629865420194	3.40066869737944	FGD6	ast	
2.2919534049669	2.86972392355087	5.03870007338692	3.40012580063489	CYP2D6	ast	
4.78900602760529	1.86522319317639	3.53567206232436	3.39663376103534	SOX1	ast	
4.75660767655385	3.03269370993066	2.3882983384546	3.39253324164637	ADCYAP1R1	ast	
4.20480963316659	1.09782416715892	4.87335112849243	3.39199497627265	AOX1	ast	
2.08657935611624	2.40006611874759	5.65187680549016	3.37950742678466	MAOB	ast	
3.7749704219324	2.89643892614961	3.46516505380698	3.378858133963	TNFRSF19	ast	
1.88554580978473	3.2316328345602	4.95679639027959	3.35799167820817	NAAA	ast	
3.77912835627277	1.5739930811161	4.69609679772129	3.34973941170339	AASS	ast	
5.04077952461575	2.12273284401552	2.86432032355673	3.342610897396	AIFM3	ast	
4.88695610349745	1.86554293385998	3.26395554830332	3.33881819522025	SLITRK2	ast	
4.88753198283459	2.49333269194549	2.62447879505015	3.33511448994341	VEGFA	ast	
4.68234297756431	0.235671968719509	5.07888071666807	3.3322985543173	CCDC141	ast	
4.55055344909738	1.82062601475879	3.62310191400747	3.33142712595455	PDK4	ast	
4.08937460019838	1.95920278197748	3.9375209279085	3.32869943669478	NGEF	ast	
2.66227045742797	3.96224520673454	3.36026556779221	3.32826041065158	CPE	ast	
4.62490197951261	2.93109816521246	2.42269025131985	3.32623013201497	SOX2	ast	
3.50451214703685	2.47506326695269	3.99370948575641	3.32442829991532	LHX2	ast	
3.53767195962366	1.61040743525239	4.81132181172068	3.31980040219891	CYP7B1	ast	
3.41502713063453	2.17097041809179	4.34433444180229	3.31011066350954	LGR4	ast	
4.70974117056088	0.857705014298327	4.3580131639147	3.3084864495913	AQP9	ast	
4.70018973800244	1.3033615583793	3.893967221818	3.29917283939991	FGFR2	ast	
4.06923449656793	1.57254084685675	4.19695121095716	3.27957551812728	PPARGC1A	ast	
3.51711114397277	1.73288014490236	4.58091977437924	3.27697035441812	IL33	ast	
5.23682179742243	0.848083391462137	3.74200075538243	3.27563531475566	PRDM16	ast	
3.4751896235038	2.85526014607587	3.47865832675187	3.26970269877718	MFAP3L	ast	
2.60332927397691	2.67567891778783	4.513563482673	3.26419055814592	MSMO1	ast	
2.58667714821523	2.34083621875897	4.83935907704342	3.25562414800587	PHKA1	ast	
3.36661952349792	2.56342091493862	3.80630368058461	3.24544803967372	LXN	ast	
3.77223715783409	1.91280700899759	4.01618077420407	3.23374164701192	DKK3	ast	
3.27412566253896	2.70560036103586	3.71431228895768	3.2313461041775	PLXNB1	ast	
4.67438892119247	1.17854932611453	3.82155272144907	3.22483032291869	FRMPD1	ast	
2.86510123277655	3.29268310945599	3.50633086761244	3.22137173661499	TSPAN7	ast	
3.92865588523218	2.30467775257657	3.41255546708107	3.21529636829661	CELRR	ast	
3.98398980934581	2.4645020393841	3.19720230334666	3.21523138402552	SOX21	ast	
4.5254666620288	1.76022044031659	3.35912908682087	3.21493872972209	CA8	ast	
2.76105226823652	2.25434583987875	4.6236019656802	3.21300002459849	TLR3	ast	
1.88050706216361	3.06735558262547	4.69045882114597	3.21277382197835	CMTM5	ast	
1.26961995866615	4.51166028728527	3.84483150394339	3.2087039166316	MT1E	ast	
4.4747071294512	2.14178364355112	2.97319431435416	3.19656169578549	PRRX1	ast	
3.23930536481716	3.6800165370227	2.64907816314924	3.1894666883297	IGFBP5	ast	
3.37130916518849	1.8405428264378	4.35060139196395	3.18748446119675	DDHD1	ast	
4.39487372817534	2.3193604735117	2.84763786852014	3.18729069006906	NPAS3	ast	
4.06844171620818	2.15675566336174	3.32834071598316	3.18451269851769	TMEM229A	ast	
2.59896596500669	2.21202216059564	4.72949505532408	3.1801610603088	MT3	ast	
3.7776845961472	1.39440813977402	4.35803716306079	3.17670996632734	GPAM	ast	
3.98511665664863	1.79156291654868	3.73924736701724	3.17197564673818	ACSS1	ast	
5.21978615142178	2.06161297663331	2.22091857655067	3.16743923486859	SLC13A5	ast	
4.7304190360413	1.54591603752631	3.22245356386977	3.16626287914579	NR2E1	ast	
3.90011355659869	1.44486436469577	4.12952174369808	3.15816655499751	KLF15	ast	
4.28218445592866	0.57324182323946	4.59202446400325	3.14915024772379	RANBP3L	ast	
2.7099834892064	1.54344130934968	5.18481096866597	3.14607858907402	CHI3L1	ast	
4.03887598542192	2.30711474662523	3.05728782336718	3.13442618513811	FUT9	ast	
3.50716477507712	1.38552466940458	4.48020219771022	3.12429721406397	EYA1	ast	
4.02586759189388	1.91076221551071	3.41680379091235	3.11781119943898	C2ORF72	ast	
3.80527923028268	1.91384289535391	3.59730263239635	3.10547491934431	RASA2	ast	
3.68601577894617	1.8053078374937	3.8241975758918	3.10517373077722	TRPS1	ast	
2.18160611945979	3.0148456735997	4.11787431625396	3.10477536977115	RFTN2	ast	
3.65534058172101	1.46603491957724	4.17569763088667	3.09902437739497	SEMA4B	ast	
3.72967834885117	1.50699098160566	4.00070835520043	3.07912589521909	KCNN2	ast	
2.98828540670662	2.11820357397738	4.13023987670228	3.07890961912876	TOM1L1	ast	
2.99024724939255	3.017533095742	3.20642187631344	3.07140074048266	PBXIP1	ast	
2.3743220858407	2.98478723975649	3.85198249839615	3.07036394133111	DDAH1	ast	
4.24592276899825	1.00355886452163	3.95855291292258	3.06934484881416	DGKB	ast	
2.32070764084079	2.67417495228495	4.20493256009772	3.06660505107449	LPAR4	ast	
2.68052431503983	2.87264157836845	3.61130908202497	3.05482499181108	SLC9A3R1	ast	
4.31396968019477	0.263815961671926	4.58236205427501	3.05338256538057	SFRP1	ast	
3.11150523571674	1.69111356086197	4.3134697890841	3.03869619522094	MERTK	ast	
3.89360074037974	1.66169726964298	3.54708980492552	3.03412927164941	MRO	ast	
3.02218909219692	1.50484704459009	4.56959670522807	3.03221094733836	GM26843	ast	
5.09180533598235	1.05078927443472	2.94165541159493	3.02808334067067	SCTR	ast	
2.69880017206334	2.65052781901898	3.72686638535806	3.02539812548013	FABP5	ast	
4.65862165703817	2.03928470048788	2.35269038384946	3.0168655804585	NRXN1	ast	
4.29382000995053	2.18810030416405	2.56439760727414	3.01543930712958	WNT7A	ast	
3.60159806941926	1.78419969378184	3.65846423054302	3.01475399791471	HRH1	ast	
5.09980800892222	0.335462296073995	3.57468128599498	3.00331719699706	CCDC37	ast	
3.00017343367681	1.22947530948403	4.7655972922204	2.99841534512708	GRAMD3	ast	
3.32710050171656	1.23644579596864	4.43019114848453	2.99791248205658	CD38	ast	
3.72665744438006	1.5908623370309	3.65499328489235	2.99083768876777	POU3F3	ast	
2.19828914674617	2.64903552840098	4.1227683552646	2.99003101013725	PACRG	ast	
1.51260807939832	1.1774804889479	6.27916820247039	2.98975225693887	CML5	ast	
5.03727723183941	0.990108586288638	2.93790402974459	2.98842994929088	DZIP1L	ast	
2.47251904615535	2.13655765345829	4.35377860182832	2.98761843381399	GPLD1	ast	
3.83818835654808	1.5516331215948	3.55317005141573	2.98099717651954	RAVER2	ast	
3.95501354905242	1.55094471360994	3.41229878235053	2.97275234833763	IGSF11	ast	
5.48966934936806	0	3.41273263136776	2.96746732691194	OTX1	ast	
5.16495640651259	1.50958366669521	2.20133848760011	2.95862618693597	PTCHD4	ast	
3.92223032775448	1.17516972107847	3.77161628190928	2.95633877691408	TENM3	ast	
1.96638356795632	3.09251428170636	3.80496539438917	2.95462108135061	TMEM100	ast	
4.5835493846472	2.60643337604113	1.66673716945528	2.95223997671454	LRIG1	ast	
2.73900722480453	1.91166977321037	4.19901807348312	2.94989835716601	CXCL14	ast	
4.13448674840002	2.43841650059489	2.27119528319334	2.94803284406275	LTBP1	ast	
3.78499950270694	0	5.04151932095193	2.94217294121962	RP23-195B3.5	ast	
2.90264386344954	2.38689011354578	3.52922818194884	2.93958738631472	MYO6	ast	
3.15242203377024	1.06062597888437	4.60496516122025	2.93933772462495	FKBP10	ast	
3.18248509073912	2.71671366050857	2.88411338398719	2.92777071174496	ITGB8	ast	
3.60243259371479	1.98806742926366	3.18341655192234	2.92463885830026	POU3F4	ast	
3.75392511787835	2.0642907088183	2.95247161458723	2.92356248042796	NRCAM	ast	
4.55085852464558	1.84326163876631	2.37439310782132	2.92283775707774	PPP1R3G	ast	
2.20299116960655	3.28005333884082	3.24693789895222	2.90999413579987	ID2	ast	
2.88477842306686	1.95957263460149	3.86304644697626	2.90246583488154	SH3PXD2B	ast	
3.27562352691712	1.71245503726025	3.71896979007188	2.90234945141642	RNF182	ast	
2.33695743226923	3.04341216943641	3.31045810604882	2.89694256925148	PANTR1	ast	
2.49387856117261	1.06888190547595	5.12675231185695	2.89650425950184	RMST	ast	
2.27601579634617	3.07386112484377	3.33783518691275	2.89590403603423	ASRGL1	ast	
1.68252675953763	2.31342119876672	4.66099168954719	2.88564654928385	EVA1A	ast	
3.14218296591267	1.24230529315293	4.27103235782866	2.88517353896475	3110082J24RIK	ast	
3.19844124301756	1.98776857754011	3.43917582712977	2.87512854922915	FADS2	ast	
3.54241246404287	1.78508436910981	3.28495291654453	2.8708165832324	MSI1	ast	
3.86335562053522	1.68370104360559	3.05234990677055	2.86646885697045	WWC1	ast	
3.25829151552738	1.33206149612304	3.98503429623972	2.85846243596338	ALPK1	ast	
2.86484993576837	2.22551083757402	3.48381522083456	2.85805866472565	CAMK2G	ast	
4.39021634849018	1.9227669071873	2.25381062410313	2.85559795992687	ADORA2B	ast	
2.55040352402587	1.260436949674	4.74560832612693	2.85214959994227	1700019G17RIK	ast	
2.20112799998085	0.843426320749919	5.47050865325523	2.838354324662	FAM163A	ast	
2.93252621396889	1.59544224852444	3.98499883741903	2.83765576663745	PPIL6	ast	
3.55936066481762	1.06478722927841	3.87751931483216	2.83388906964273	CLMN	ast	
3.7705389299114	1.68468018360406	3.04535729716414	2.83352547022654	SALL3	ast	
3.68432381383334	0.885922277652889	3.9079683386396	2.82607147670861	NAT8	ast	
4.18407753008096	0.95839884631568	3.33551551858669	2.82599729832778	ECHDC2	ast	
3.75393920606103	0.967878775213854	3.74756604045001	2.82312800724163	2610203C20RIK	ast	
4.45820925592246	1.82571468865585	2.17892418758233	2.82094937738688	IGFBP2	ast	
4.05318658921567	1.28456035097838	3.10247653411885	2.81340782477097	SLC13A3	ast	
2.50535502776685	1.85818070526979	4.07620203361112	2.81324592221592	PDLIM4	ast	
1.63613156334075	2.73138789947832	4.07004614041357	2.81252186774421	CHST2	ast	
2.95933902090106	1.91832812475234	3.55663369695893	2.81143361420411	CSDC2	ast	
3.71115484956531	1.55214399696147	3.17034220625301	2.81121368425993	SPRY2	ast	
2.3964807584804	1.90142148060915	4.1353811286608	2.81109445591679	CHST10	ast	
3.1432129056046	1.12050322422735	4.16671990173765	2.81014534385653	DDO	ast	
4.25035062815555	1.08204226832709	3.05095477549592	2.79444922399285	PALLD	ast	
6.25400229260988	0	2.11412939197618	2.78937722819535	4930432E11RIK	ast	
2.92026476087956	1.99919559751501	3.43587650029072	2.78511228622843	GPM6A	ast	
3.25927416156506	1.33292346396009	3.75827147966397	2.78348970172971	SYBU	ast	
1.44813472654859	2.44436127698755	4.45251332505798	2.78166977619804	ACSL3	ast	
4.15971291781235	1.18180938661251	3.00340984430932	2.78164404957806	1700084C01RIK	ast	
1.92013608142653	2.13600020503967	4.28192221059016	2.77935283235212	AKT2	ast	
4.10298820943525	1.38785654177682	2.83037231907828	2.77373902343011	MAPK4	ast	
1.58811471791791	2.93162694076588	3.8000951418051	2.7732789334963	HSPB8	ast	
3.99325343110017	1.63444134264823	2.68800719996489	2.77190065790443	DMD	ast	
3.91530442923549	1.00398084052372	3.39189857025298	2.7703946133374	GM11627	ast	
2.88779174235108	1.88800412057692	3.52029865472937	2.76536483921912	GYK	ast	
1.51983343910179	3.66486172744261	3.09321728194779	2.7593041494974	SCRG1	ast	
3.6769203813202	0	4.59463014579982	2.75718350904001	EGFL6	ast	
1.9947712606506	2.68519755147053	3.56162628647541	2.74719836619885	GDF10	ast	
1.36981951103238	3.1244049064376	3.72614852154766	2.74012431300588	ENHO	ast	
2.58038744472743	1.87593272838995	3.76234844963806	2.73955620758515	NAPRT	ast	
2.50734888961841	2.35875739792222	3.34690952161826	2.7376719363863	SMPDL3A	ast	
2.86066242985202	2.41074646272896	2.94071931978259	2.73737607078786	LRP4	ast	
4.13110700938987	1.0410640179698	3.03933942763958	2.73717015166641	GRK3	ast	
2.27300068587139	2.21616310654023	3.71861749002463	2.73592709414541	B930095G15RIK	ast	
2.97496375820598	2.91063673680568	2.32094122427375	2.73551390642847	AXL	ast	
3.97326833644874	1.17754334750912	3.05371801145503	2.7348432318043	AI854517	ast	
3.79625821448157	1.68462360744146	2.71345225577252	2.73144469256518	FAM184A	ast	
3.90952247155885	2.28201914282404	2.00244455329541	2.73132872255943	C4A	ast	
3.17182905854299	1.64246135808825	3.34866365678003	2.72098469113709	EPB4.1L5	ast	
4.64053584761996	-0.254505116324422	3.77467747524055	2.72023606884537	CYR61	ast	
2.28614422938554	1.04616301752242	4.80494391675202	2.71241705455333	GM13322	ast	
3.85948544822961	0.728370772522136	3.54760954445035	2.71182192173403	LRRC9	ast	
3.74836451640685	1.81207197778544	2.5714875637289	2.7106413526404	ASTN1	ast	
2.59631208541025	2.64290896465643	2.88342276465404	2.70754793824024	GPM6B	ast	
3.04769326994299	2.26888985733495	2.80422418556545	2.7069357709478	CTNND2	ast	
3.15878786116488	1.22707944315818	3.73448164906204	2.7067829844617	PRKD1	ast	
