Table S1h Top ranked cell type-specfic genes based on human data					
					
Zhang2016_logFC	Darmanis2015_logFC	grand_mean	gene	Celltype	
3.55199462072193	3.53026983861902	3.54113222967048	ATP1B2	ast	
3.52796114894339	3.54199472826773	3.53497793860556	WIF1	ast	
3.03353925016816	4.01571645663366	3.52462785340091	PAPLN	ast	
2.87212059117499	4.16569326174934	3.51890692646217	GPR37L1	ast	
3.64347148456731	3.34293871046457	3.49320509751594	CLU	ast	
3.50451990864752	3.46592734757316	3.48522362811034	RGS20	ast	
3.01919789851551	3.91991442817426	3.46955616334488	GLI3	ast	
3.60992237325469	3.23919764159008	3.42456000742239	PRSS35	ast	
4.04331659053983	2.75480741287654	3.39906200170819	SLC13A5	ast	
4.34245739603015	2.41700482976434	3.37973111289724	P2RY1	ast	
3.94371626329974	2.73358616327058	3.33865121328516	EFEMP1	ast	
3.12276683059534	3.44858546231266	3.285676146454	TPD52L1	ast	
3.39406108654794	3.09457622143929	3.24431865399361	SOX9	ast	
3.21828755911076	3.2660024900676	3.24214502458918	ACOT11	ast	
3.33096023634722	3.09921020753603	3.21508522194162	STON2	ast	
3.43018275427027	2.99673391020206	3.21345833223617	SFXN5	ast	
3.15182265862595	3.24691242784059	3.19936754323327	RP4-673D20.6	ast	
3.59445025925801	2.77087106290996	3.18266066108398	BBOX1	ast	
3.214271614724	3.13687842784522	3.17557502128461	RP1-68D18.3	ast	
3.46401180314004	2.87391693589771	3.16896436951887	GPR125	ast	
3.28275683654198	3.00572047670004	3.14423865662101	RP4-673D20.3	ast	
3.269472519077	2.89208162393704	3.08077707150702	GPC5	ast	
3.77053243872515	2.37503825244006	3.0727853455826	PRDM16	ast	
3.61771637669936	2.42949385840247	3.02360511755091	TRIL	ast	
3.25030130338484	2.78944373090238	3.01987251714361	MRVI1	ast	
2.94009851133782	3.08631179255061	3.01320515194422	A2ML1	ast	
3.46033066370902	2.5510637355669	3.00569719963796	ELOVL2	ast	
3.53965568397212	2.44084965954147	2.99025267175679	SLC7A10	ast	
3.46008076805021	2.51995420153851	2.99001748479436	SLC25A48	ast	
3.1289070752349	2.82655405763948	2.97773056643719	SCARA3	ast	
2.96654175481146	2.9667413084815	2.96664153164648	LAMA1	ast	
3.24832686845106	2.64550359538539	2.94691523191822	CPE	ast	
3.57271671072188	2.30293230436862	2.93782450754525	PSD2	ast	
4.13983918458789	1.70679508426147	2.92331713442468	RANBP3L	ast	
3.47293772625767	2.36178301232362	2.91736036929065	AC002429.5	ast	
2.80493676845358	3.01210494191774	2.90852085518566	PAX6	ast	
3.83873335170926	1.92020299823283	2.87946817497105	LHX2	ast	
3.02915865279694	2.70924924973981	2.86920395126838	GLUD1	ast	
2.96285388055877	2.73134993094293	2.84710190575085	HEPH	ast	
3.01753547173691	2.66535414237684	2.84144480705687	SLC6A11	ast	
4.35542692489412	1.32212661205943	2.83877676847677	F3	ast	
2.77750385093596	2.89444189863247	2.83597287478421	HSD17B6	ast	
3.16237337081109	2.50134978472926	2.83186157777018	PPP1R1B	ast	
3.86661646421291	1.78881293865561	2.82771470143426	RFX4	ast	
3.05362007420934	2.57332089671293	2.81347048546113	CABLES1	ast	
2.86768368854109	2.75633117499509	2.81200743176809	PLIN5	ast	
2.68191523101629	2.913045433877	2.79748033244664	LRRC16A	ast	
2.66624656263003	2.91111641213076	2.7886814873804	PLA2G5	ast	
2.58134799154102	2.92430192605977	2.75282495880039	MT3	ast	
2.6806220806235	2.82135844094781	2.75099026078566	STOX1	ast	
3.34909726231817	2.07311119217062	2.71110422724439	MOXD1	ast	
3.18221810349546	2.21860426515383	2.70041118432464	ACSS1	ast	
2.38426939554273	3.00653091270102	2.69540015412188	ADORA2B	ast	
4.22201244744131	1.15010696991407	2.68605970867769	SPON1	ast	
3.31519370596032	2.03306489510258	2.67412930053145	LRIG1	ast	
4.11167810697714	1.20700279066033	2.65934044881874	PAMR1	ast	
3.48786432423693	1.786616944924	2.63724063458047	RGR	ast	
3.49195557511706	1.76122898852105	2.62659228181906	TUBB2B	ast	
2.44973676817313	2.75470700098755	2.60222188458034	GLIS3	ast	
3.04499660606328	2.13690767373543	2.59095213989935	DIO2	ast	
2.22188245022611	2.95746141215077	2.58967193118844	RP11-806O11.1	ast	
2.40981773723447	2.76747232109864	2.58864502916655	AMOT	ast	
2.74005210228027	2.42274042495198	2.58139626361612	ALDOC	ast	
2.76272714475085	2.37923343579625	2.57098029027355	RYR3	ast	
1.93686113718775	3.20424853138902	2.57055483428839	SELENBP1	ast	
2.15744303748519	2.9765517383983	2.56699738794174	OAF	ast	
3.0298544763447	2.09018754507528	2.56002101070999	AIFM3	ast	
3.27983257658581	1.82283594333109	2.55133425995845	EMX2OS	ast	
2.91426521157707	2.18588040902467	2.55007281030087	AHCYL1	ast	
2.04758879016542	3.04077256760835	2.54418067888688	GABRG1	ast	
2.14200103623294	2.92197625823047	2.5319886472317	IQCA1	ast	
2.31003363119865	2.73005607019769	2.52004485069817	TRPM3	ast	
2.14739774658133	2.88754937019388	2.51747355838761	GABRA2	ast	
2.14611963659234	2.88258619959242	2.51435291809238	PREX2	ast	
3.14784650384986	1.87310597610773	2.5104762399788	ATP13A4	ast	
1.87555550712396	3.14402197818662	2.50978874265529	CACHD1	ast	
2.27276211098752	2.74129613412437	2.50702912255594	C1ORF61	ast	
2.34150022390426	2.64443372281013	2.49296697335719	ADHFE1	ast	
2.54394449604139	2.43588832272387	2.48991640938263	CHR22-38_28785274-29006793.1	ast	
2.76165556878178	2.21523341093656	2.48844448985917	NTM	ast	
2.55714933665251	2.41307811380337	2.48511372522794	SDS	ast	
3.70643612493804	1.26119336886858	2.48381474690331	CYP4F11	ast	
3.20661278291215	1.75118378400158	2.47889828345686	MYBPC1	ast	
2.63729645745959	2.28417261773626	2.46073453759792	TTYH1	ast	
1.55952451578692	3.33709680177953	2.44831065878323	FAM189A2	ast	
3.35484482440352	1.53648491312776	2.44566486876564	GDPD2	ast	
3.27074890658965	1.61278137640003	2.44176514149484	PPAP2B	ast	
2.68443722673543	2.19858312891675	2.44151017782609	PIPOX	ast	
2.55902044129557	2.32131862189542	2.4401695315955	AK4	ast	
3.58984740726181	1.26341585061745	2.42663162893963	ACBD7	ast	
2.34423751460341	2.50278384403579	2.4235106793196	SHROOM3	ast	
2.43604165039375	2.36993412243392	2.40298788641383	KLKB1	ast	
2.76933228124877	2.03477273964171	2.40205251044524	LIX1	ast	
2.8005266080099	2.00230274603371	2.40141467702181	ITM2C	ast	
2.46544988980105	2.32173332425585	2.39359160702845	LGR4	ast	
2.50369580108379	2.27299354724146	2.38834467416262	LINC00299	ast	
3.74318695979959	1.03238676406436	2.38778686193198	PPP1R3C	ast	
2.02016164077952	2.74548557167285	2.38282360622619	PRODH	ast	
3.3240040275177	1.43989719505011	2.38195061128391	FGF2	ast	
1.90190919646513	2.85667933890741	2.37929426768627	CHRDL1	ast	
2.9823463293182	1.77486059078208	2.37860346005014	SLC16A9	ast	
2.22562332990554	2.50257321668128	2.36409827329341	CYP4V2	ast	
2.46335545991006	2.25481861527227	2.35908703759117	DCHS2	ast	
2.63633265608714	2.07295265744156	2.35464265676435	LINC01354	ast	
1.10794546106533	3.60101434677485	2.35447990392009	AQP4-AS1	ast	
3.04165183038643	1.66175832535978	2.35170507787311	DDAH1	ast	
1.55760620724328	3.1430637147661	2.35033496100469	BCAN	ast	
2.37060762812199	2.29846007520712	2.33453385166456	DNAH7	ast	
2.71462623152858	1.94331429397356	2.32897026275107	GNA14	ast	
3.12186071791114	1.51729165994535	2.31957618892824	GRIN2C	ast	
2.52501878911606	2.10710129286268	2.31606004098937	MSI2	ast	
2.9777952297485	1.65180213182474	2.31479868078662	FREM2	ast	
2.82540262472323	1.79257489558421	2.30898876015372	RNF43	ast	
2.69434741570132	1.87538958148108	2.2848684985912	CST3	ast	
1.36817697885972	3.18273161715504	2.27545429800738	GPC5-AS1	ast	
3.08423561557934	1.4591733810959	2.27170449833762	PBXIP1	ast	
3.29483731849458	1.24608386296531	2.27046059072995	GRAMD1C	ast	
3.12304234217354	1.3696600055277	2.24635117385062	NTSR2	ast	
2.08821164746216	2.40121582923901	2.24471373835059	HPR	ast	
2.53088772305323	1.95319778859527	2.24204275582425	COL5A3	ast	
2.28183038523258	2.18948522255057	2.23565780389158	NWD1	ast	
2.71917705940765	1.73548414360557	2.22733060150661	CKB	ast	
3.64327055374589	0.810156290947466	2.22671342234668	FAM167A	ast	
2.62748883054018	1.80134383777574	2.21441633415796	EFHC2	ast	
1.77247158143035	2.65141911628184	2.2119453488561	ASPH	ast	
2.27447884833412	2.13934911360486	2.20691398096949	HRSP12	ast	
2.67541296278416	1.72543809158716	2.20042552718566	LGI4	ast	
2.28271262170302	2.11279529736766	2.19775395953534	PITPNC1	ast	
2.94529647502554	1.44621599840632	2.19575623671593	GPT2	ast	
3.41948497480128	0.971569812095468	2.19552739344837	TLCD1	ast	
2.76589025723305	1.6127395109971	2.18931488411508	RLBP1	ast	
2.1921367822975	2.18340884404954	2.18777281317352	GPR143	ast	
2.71001936743236	1.65964235131316	2.18483085937276	KIAA1161	ast	
1.57482959083883	2.78178207639247	2.17830583361565	APOE	ast	
2.1740606978295	2.17193336496752	2.17299703139851	TMPRSS3	ast	
3.22079319428961	1.11627442916031	2.16853381172496	SORCS2	ast	
2.30703531237273	2.02150584509633	2.16427057873453	PHF21B	ast	
2.24411096405703	2.05631813011663	2.15021454708683	VAV3	ast	
3.24414907517187	1.01041675809676	2.12728291663432	SLC1A4	ast	
2.3046398455096	1.90307378002066	2.10385681276513	NADK2	ast	
2.22241976226623	1.97581484591961	2.09911730409292	SPARCL1	ast	
2.01041998335364	2.17288664511004	2.09165331423184	BRINP2	ast	
2.05616036255689	2.11437150624079	2.08526593439884	RP5-968J1.1	ast	
2.8236806921181	1.33950032160292	2.08159050686051	SERPINE2	ast	
3.05760336373934	1.08771680865299	2.07266008619616	PCDHGA3	ast	
1.70269019072789	2.43766028349365	2.07017523711077	CDH20	ast	
2.81982336487946	1.31208907975755	2.0659562223185	PHKA1	ast	
2.21483852037573	1.89717208069099	2.05600530053336	ZFYVE21	ast	
2.2014176481995	1.89689686247061	2.04915725533505	ABCD2	ast	
1.68899245658906	2.35529095803348	2.02214170731127	PTPRF	ast	
2.49317631253226	1.55046082564501	2.02181856908864	ENHO	ast	
2.09993418008655	1.93689794473406	2.01841606241031	ITGB4	ast	
1.7922378982795	2.23456848518961	2.01340319173455	RORB	ast	
2.47477687937432	1.54904245993283	2.01190966965358	RP11-436K8.1	ast	
2.13150058579245	1.88969739524543	2.01059899051894	LINC01314	ast	
1.82815727995417	2.19044677284641	2.00930202640029	FAT1	ast	
3.19559960831075	0.797859591023874	1.99672959966731	RNF182	ast	
2.4912188646517	1.50189919914912	1.99655903190041	EPHB1	ast	
2.77473268917611	1.21157637367278	1.99315453142445	NAT8L	ast	
2.18228260709132	1.80249244598194	1.99238752653663	FUT10	ast	
1.0439064774365	2.92221743043224	1.98306195393437	CTD-2266L18.1	ast	
1.98954749842919	1.93836197150219	1.96395473496569	LFNG	ast	
2.31026113689333	1.61204720471425	1.96115417080379	ACSS3	ast	
1.98061383683299	1.93702439708709	1.95881911696004	GRAMD3	ast	
3.45719540361931	0.460003076883845	1.95859924025158	AC090625.1	ast	
1.0359954910153	2.86405991098164	1.95002770099847	SMOX	ast	
2.44321372237371	1.45154313332237	1.94737842784804	ACP6	ast	
2.46976317148709	1.39788555828162	1.93382436488435	SLC44A3	ast	
2.46088096397153	1.39913080876421	1.93000588636787	RHPN2	ast	
2.83156298737932	1.02317044337418	1.92736671537675	WWC1	ast	
1.90760271137842	1.9314513942502	1.91952705281431	PDLIM3	ast	
2.26738457173255	1.56872931879315	1.91805694526285	HEPACAM	ast	
2.194719003105	1.63218999716445	1.91345450013473	SLC7A11-AS1	ast	
2.18142726745412	1.63342468654099	1.90742597699755	NTRK2	ast	
2.54751443874857	1.2650274118914	1.90627092531998	VAC14-AS1	ast	
2.20528832353517	1.56933028613335	1.88730930483426	RP11-598O12.1	ast	
1.87640275978666	1.89573630164384	1.88606953071525	F11-AS1	ast	
0.601945442964673	3.15091136033938	1.87642840165203	SLC2A4	ast	
1.52307477632719	2.21093121751819	1.86700299692269	MACF1	ast	
1.80630876551901	1.90140183134034	1.85385529842967	CRB1	ast	
1.59977852579822	2.10250337625459	1.8511409510264	SLC39A11	ast	
0.965424279205301	2.72719543793068	1.84630985856799	THSD1	ast	
2.23334263604034	1.44964743235354	1.84149503419694	CADM1	ast	
2.91908581405623	0.754296759810298	1.83669128693326	MAPK4	ast	
2.13880968460101	1.53084326211487	1.83482647335794	CTNNA2	ast	
1.31872331717386	2.3508015479883	1.83476243258108	ACACB	ast	
2.00652777004163	1.65984668905262	1.83318722954712	APLNR	ast	
1.29145492373116	2.37442933545599	1.83294212959357	RP11-390P2.4	ast	
2.09711175843519	1.55488412616847	1.82599794230183	FAM171B	ast	
2.50981704237296	1.13688673795798	1.82335189016547	ZNF98	ast	
2.9856728353588	0.649973452726477	1.81782314404264	CNTFR	ast	
1.79622725747506	1.8282562892633	1.81224177336918	SYCP3	ast	
2.55814507789575	1.05245014310885	1.8052976105023	CA12	ast	
1.89886376106575	1.71163552088625	1.805249640976	RP11-320H14.1	ast	
1.66987219871641	1.9345854638899	1.80222883130316	TNS3	ast	
2.01151531439286	1.5923461827752	1.80193074858403	C1ORF110	ast	
1.78670387857498	1.812244189336	1.79947403395549	CAMK2G	ast	
1.76227153982257	1.8176552479117	1.78996339386714	WFS1	ast	
3.43898543967233	0.13055861634514	1.78477202800873	KCNN3	ast	
2.05749253884045	1.51081419361227	1.78415336622636	DOCK7	ast	
2.11026069024812	1.44222470083923	1.77624269554367	LRRC3B	ast	
1.67403224852458	1.87827816851546	1.77615520852002	RRS1-AS1	ast	
2.0743103201178	1.47755246678019	1.775931393449	SLC1A3	ast	
1.79713461550179	1.73102287189827	1.76407874370003	ACSL6	ast	
1.76546733533697	1.74916429802733	1.75731581668215	TTPA	ast	
1.63013200084995	1.85851556142071	1.74432378113533	TPCN1	ast	
1.80248958120875	1.68169451671785	1.7420920489633	INTU	ast	
1.8119786479547	1.67217732881421	1.74207798838446	PLIN1	ast	
1.95101484259104	1.52995655585551	1.74048569922328	PGM1	ast	
1.42002387856281	2.05532187555249	1.73767287705765	RP11-510I21.1	ast	
1.88472712994688	1.58526935038336	1.73499824016512	MT1G	ast	
3.41278639525916	0.0374000725660404	1.7250932339126	GAREML	ast	
3.35734911899002	0.079386888754868	1.71836800387244	ARHGEF26	ast	
1.9706627385855	1.46593981163971	1.71830127511261	ERBB2	ast	
2.26380115567951	1.16313791784033	1.71346953675992	AC016716.2	ast	
2.51740303712431	0.906441003925372	1.71192202052484	SLC7A11	ast	
3.05264598334044	0.363659585358726	1.70815278434958	OLFM2	ast	
2.38559599066841	1.0165497679345	1.70107287930146	HHIPL1	ast	
2.53907528358622	0.834145227585381	1.6866102555858	HHATL	ast	
3.09130174882579	0.279902569522014	1.6856021591739	EMX2	ast	
1.96856352388758	1.40248159080282	1.6855225573452	ADD3-AS1	ast	
2.02265540551438	1.34430976429923	1.6834825849068	TRPS1	ast	
2.63314132861422	0.731274203941477	1.68220776627785	SDC2	ast	
2.27571511384053	1.08728432257446	1.6814997182075	KAL1	ast	
2.10310991035549	1.25039399309599	1.67675195172574	LRRC75A	ast	
1.58174449444777	1.77115514210408	1.67644981827593	PARD3B	ast	
2.37145746373351	0.957588081305967	1.66452277251974	PHYHD1	ast	
1.51178345984116	1.80836990941894	1.66007668463005	ENO1	ast	
1.72963409464111	1.58785159279204	1.65874284371658	ACKR3	ast	
1.97002376365787	1.33689396185895	1.65345886275841	ZHX3	ast	
1.70728608467586	1.59625484885907	1.65177046676747	CTC-498M16.2	ast	
2.43806593634242	0.864843551084252	1.65145474371333	TMEM47	ast	
1.89727934073806	1.40454991887743	1.65091462980774	PLCD1	ast	
1.40368303029326	1.89518984748077	1.64943643888702	TMED8	ast	
2.13867071413367	1.15108774275776	1.64487922844572	EHHADH	ast	
2.35883692272805	0.918056556119595	1.63844673942382	LINC00391	ast	
2.00201411984786	1.27076430070382	1.63638921027584	CHPT1	ast	
1.78160811654342	1.48531491749923	1.63346151702132	SLC25A33	ast	
2.12109340989956	1.14144239386107	1.63126790188031	RP11-436D23.1	ast	
2.45877690965319	0.802190340636909	1.63048362514505	DTX1	ast	
1.8904663126294	1.36667706134634	1.62857168698787	MRAS	ast	
2.45721458532665	0.792339563499906	1.62477707441328	AC025811.3	ast	
2.88128526267147	0.367681956664541	1.624483609668	WNT7B	ast	
2.28966218750648	0.955011773548135	1.62233698052731	C2ORF72	ast	
1.78569402317584	1.45606369581173	1.62087885949378	PON2	ast	
2.12818179128006	1.11333383747593	1.62075781437799	TNIK	ast	
0.95163190180925	2.26888782270322	1.61025986225623	NEK6	ast	
1.06082481287232	2.15059396776167	1.605709390317	MYO10	ast	
1.00213124136194	2.19805690216804	1.60009407176499	PHGDH	ast	
1.30614995181323	1.89144129670085	1.59879562425704	MTM1	ast	
1.69733686623262	1.48690910985902	1.59212298804582	RP11-120J1.1	ast	
0.905632924639887	2.27625239200762	1.59094265832375	RPL31P54	ast	
2.20092726961116	0.978141416008019	1.58953434280959	PCDHGC3	ast	
0.810394484352689	2.36541098621757	1.58790273528513	NKAIN4	ast	
2.84956833882214	0.323740874441816	1.58665460663198	MRO	ast	
1.64893943656884	1.51572326898098	1.58233135277491	AC004019.13	ast	
2.01789461254558	1.14619036396886	1.58204248825722	ALDH2	ast	
1.69489158551664	1.46879943814995	1.5818455118333	PTAR1	ast	
1.62507529910934	1.53132064807763	1.57819797359348	RP5-858L17.1	ast	
1.71554651310829	1.43760040304724	1.57657345807776	RP11-517I3.1	ast	
1.16135184914523	1.9911436634186	1.57624775628192	AP003025.2	ast	
1.85822777735887	1.29340318783857	1.57581548259872	PLTP	ast	
1.7995825172162	1.34737817057385	1.57348034389502	XRCC6P4	ast	
2.04596411238128	1.09945246780629	1.57270829009378	WDFY3-AS2	ast	
2.32665106249482	0.812660006811067	1.56965553465294	MMD2	ast	
2.31742394255728	0.820723228351514	1.5690735854544	INHBB	ast	
1.16143470668789	1.9762186799408	1.56882669331435	ACO2	ast	
2.16655134198898	0.968813301413578	1.56768232170128	RP11-116O18.3	ast	
0.958835962058087	2.15530164702737	1.55706880454273	ACOX2	ast	
1.61824925063671	1.48329581681641	1.55077253372656	ASAP3	ast	
1.34008427702794	1.75494222950776	1.54751325326785	FAM118B	ast	
0.881880316694475	2.20767914189399	1.54477972929423	MGAT4C	ast	
1.02684601435273	2.06175104793677	1.54429853114475	ITGA7	ast	
1.80886434953883	1.27167511606447	1.54026973280165	SLC25A20	ast	
1.45913200216822	1.61961558245389	1.53937379231105	FAM227A	ast	
2.43771523650099	0.640664584650615	1.5391899105758	EYA2	ast	
1.42883121538801	1.64504729769618	1.5369392565421	PIK3C2A	ast	
1.55535208978643	1.51362609999327	1.53448909488985	NDRG2	ast	
1.92631271165194	1.14223750660665	1.5342751091293	RP11-90E5.1	ast	
1.75153674190786	1.30232595609727	1.52693134900256	PLEKHA7	ast	
1.82220858550006	1.22645669939103	1.52433264244554	SLC7A2	ast	
0.976249800827056	2.06824119519889	1.52224549801297	LINC00839	ast	
2.11180313672183	0.91423770919811	1.51302042295997	NQO1	ast	
1.87553270030827	1.14620082783499	1.51086676407163	NKAIN3	ast	
1.72486180652578	1.29590272767197	1.51038226709887	BBS2	ast	
1.04365118469092	1.97107139681729	1.5073612907541	CAT	ast	
2.31829726235319	0.692787280528331	1.50554227144076	SNTA1	ast	
2.29008531992285	0.714106191429809	1.50209575567633	FADS2	ast	
2.0342383190784	0.958620433258324	1.49642937616836	SMO	ast	
1.88564791384694	1.08852999088629	1.48708895236661	HKDC1	ast	
2.15502750605361	0.816698191370412	1.48586284871201	CD38	ast	
2.64788689461517	0.312087586071522	1.47998724034335	MTSS1L	ast	
0.981083857509481	1.9707899464263	1.47593690196789	RP11-106M7.1	ast	
1.67042770839209	1.27568459026026	1.47305614932617	PON3	ast	
2.72876483014348	0.214709883274926	1.4717373567092	ALDH4A1	ast	
2.11114289782337	0.830986777194616	1.47106483750899	RP1-167O22.1	ast	
1.74453904485184	1.19093767379522	1.46773835932353	COLCA2	ast	
2.29918389954334	0.634004549108211	1.46659422432577	ATP13A4-AS1	ast	
2.42369867437113	0.507199943624514	1.46544930899782	SEMA4B	ast	
0.560353051028657	2.35008076838634	1.4552169097075	LRTOMT	ast	
1.88994741073086	1.01810037468915	1.45402389271	ALDH7A1	ast	
1.56329939876874	1.33707272607768	1.45018606242321	RP11-517I3.2	ast	
1.74194251462786	1.14117228220867	1.44155739841827	CXCL5	ast	
1.72842571686689	1.14748246291032	1.4379540898886	RP11-489D6.2	ast	
1.27812935606202	1.58566501144002	1.43189718375102	ZNF209P	ast	
1.53731472165388	1.31132824682853	1.4243214842412	FAM171A1	ast	
2.04166489021563	0.799829575231703	1.42074723272367	PTCH1	ast	
2.44468167541906	0.385654516038185	1.41516809572862	RPE65	ast	
1.50584275938633	1.31716656461519	1.41150466200076	AC012456.3	ast	
1.88166879226218	0.940499603972049	1.41108419811711	ARHGEF26-AS1	ast	
1.7679644042986	1.05337956708603	1.41067198569231	EYA1	ast	
2.16243243237457	0.655589816974763	1.40901112467467	GLUL	ast	
1.16842526437816	1.64788148265089	1.40815337351452	CDHR3	ast	
1.12956266046599	1.67927748670617	1.40442007358608	DECR1	ast	
0.654113767781982	2.15438004823242	1.4042469080072	LRRC8A	ast	
1.74272591505795	1.06311918412607	1.40292254959201	SALL2	ast	
2.35194106336417	0.436180642941733	1.39406085315295	FLJ16779	ast	
1.15517825756876	1.62360717113951	1.38939271435413	COL28A1	ast	
2.06636548804522	0.711405923857419	1.38888570595132	CERS1	ast	
1.77495881543563	0.99882346034704	1.38689113789134	RP11-444D3.1	ast	
1.26085793877246	1.49665293291875	1.37875543584561	PYGB	ast	
1.13722179716175	1.61145713734794	1.37433946725484	RP11-806K15.1	ast	
1.63437827696275	1.11141452586228	1.37289640141252	CDH4	ast	
0.159493859041317	2.58528726041681	1.37239055972906	SLC15A2	ast	
2.68897401655518	0.0541257385853863	1.37154987757028	FBXO2	ast	
1.30191420308567	1.41868335802439	1.36029878055503	HGF	ast	
2.09575056036697	0.616462300111377	1.35610643023917	LINC00498	ast	
1.41182809949487	1.30033973674347	1.35608391811917	RP11-384F7.2	ast	
1.45198124306021	1.25837906223523	1.35518015264772	DCLK2	ast	
1.38604127808117	1.32343775609544	1.3547395170883	TOM1L2	ast	
1.67904818657944	1.02773971859768	1.35339395258856	SOX2	ast	
1.74554493616848	0.958315273680456	1.35193010492447	SRI	ast	
1.11910321565585	1.58202140405532	1.35056230985559	RAB34	ast	
1.33405398585223	1.36683562337608	1.35044480461415	TULP3	ast	
2.19652206143153	0.504215029727929	1.35036854557973	SRGNP1	ast	
1.73029397228173	0.969092489257824	1.34969323076978	SLC2A10	ast	
1.03644174508492	1.65346208004289	1.34495191256391	ATP1A2	ast	
1.54208236334579	1.14714024073976	1.34461130204278	SUOX	ast	
1.20492336513938	1.48393544140601	1.34442940327269	FAM107A	ast	
1.26349698737528	1.42321630685402	1.34335664711465	EPHX1	ast	
1.78514311610573	0.899475139969815	1.34230912803777	GRM3	ast	
2.44064941849597	0.2314078411054	1.33602862980069	IL17D	ast	
1.65755659293306	1.01244797395709	1.33500228344507	FMN2	ast	
1.29498353823307	1.37391241893883	1.33444797858595	F8	ast	
2.22796859101905	0.436790329532573	1.33237946027581	PYGM	ast	
1.00554478644552	1.65890241760946	1.33222360202749	CAPN2	ast	
1.40502605786029	1.25600358911489	1.33051482348759	SLC39A12-AS1	ast	
2.66070598182686	0	1.33035299091343	FJX1	ast	
1.46069240084754	1.19588863873674	1.32829051979214	ATP13A5	ast	
1.67041056912697	0.98039651219054	1.32540354065875	ASAP2	ast	
1.49336944829892	1.15068925632922	1.32202935231407	DCXR	ast	
1.84088010607713	0.791571433752511	1.31622576991482	STK33	ast	
1.33177939103202	1.29967423910878	1.3157268150704	CUBN	ast	
1.17826535139077	1.45254698361417	1.31540616750247	RP11-437J2.3	ast	
1.66095191372673	0.967802975359048	1.31437744454289	NPAS3	ast	
2.30043578775883	0.325909982770419	1.31317288526462	IDH2	ast	
1.69465395721461	0.930634798178005	1.31264437769631	SLC9A3R1	ast	
2.04858195085732	0.574081852185103	1.31133190152121	ME1	ast	
1.79545437051008	0.826000135196539	1.31072725285331	LINC01532	ast	
2.06327879163403	0.55668658632346	1.30998268897874	PLXNB1	ast	
0.620411185239896	1.99947664062028	1.30994391293009	RP11-426D19.1	ast	
1.42633670206097	1.19317200876528	1.30975435541313	KCTD21	ast	
1.59956574364899	1.01812269188637	1.30884421776768	CNTNAP3	ast	
1.51369067655015	1.10266619547964	1.30817843601489	SLC35C2	ast	
2.23987096024144	0.37240864738148	1.30613980381146	FEZF2	ast	
1.20864825199752	1.39966417666777	1.30415621433265	FABP5P4	ast	
1.26440124800232	1.34388637106889	1.3041438095356	TTLL4	ast	
0.792005869260401	1.81137452969005	1.30169019947523	RP11-1070A24.1	ast	
1.58187289230261	1.01851590771598	1.30019440000929	IFT27	ast	
1.25241237434818	1.33857200825691	1.29549219130255	SIRPA	ast	
1.57209492729461	1.01853190572533	1.29531341650997	SLC18B1	ast	
1.69984231696081	0.879072747601415	1.28945753228111	FAM184A	ast	
1.41887834333011	1.15946663491069	1.2891724891204	LINC00595	ast	
1.59458491135361	0.983545541070528	1.28906522621207	FZD8	ast	
