Table S1a Top ranked cell type-enriched genes based on both human and mouse data								
								
Zhang2016_logFC	Darmanis2015_logFC	Zhang2014_logFC	Zeisel2014_logFC	Tasic2016_logFC	grand_mean	gene	Celltype	
4.07300778153933	2.57096033919055	5.0372887913391	3.03741577595675	5.63774419438928	4.071283376483	KIAA1161	ast	
3.75119617713125	4.36626870559475	1.16396827641098	4.0579529059993	6.98151078761704	4.06417937055066	FAM107A	ast	
3.36327474333502	3.4644464471358	4.38091757827891	3.83548876073221	5.25760025477378	4.06034555685114	BCAN	ast	
4.52483352006768	4.0375732183993	3.74722301996314	3.96452522338979	3.87899096617705	4.03062918959939	SPARCL1	ast	
3.80894487535737	2.29961563407393	6.17700351673969	2.69061559518901	5.0262100472381	4.00047793371962	NWD1	ast	
4.38301505919056	3.56986659667579	3.6917526268927	3.18526301769127	4.94751143996496	3.95548174808305	NTRK2	ast	
3.73532609543215	2.4605447029498	5.82829692715532	2.48134147770758	5.19145438245714	3.9393927171404	SLC7A10	ast	
3.96670669278796	2.6484231054162	4.08210352032437	4.19730389241348	4.71986199786716	3.92287984176184	SCG3	ast	
4.07150091329625	4.07922615592181	3.72625203649805	2.53011024569123	5.18228220936324	3.91787431215411	ACOT11	ast	
4.96862527756201	3.22988723502539	5.87682015132865	1.96533810168865	3.48581794190892	3.90529774150272	KCNN3	ast	
3.6036777084816	2.28037734704389	3.73986885180764	3.61450547787945	6.23685920530109	3.89505771810273	MFGE8	ast	
5.04688494547155	4.96536487324685	4.28218445592866	0.57324182323946	4.59202446400325	3.89194011237796	RANBP3L	ast	
4.14815229497998	3.57338565197779	3.92875087305797	2.42327538779002	5.24958995215235	3.86463083199162	GPC5	ast	
3.02793803250481	3.58778677582356	3.71024401677856	3.3361419765502	5.62335534217907	3.85709322876724	EZR	ast	
2.93467722862587	3.72578355754407	4.82638230280785	2.62763883616889	5.13494123224	3.84988463147734	ADHFE1	ast	
3.67620746575863	3.21750345140809	4.36431045143682	2.31573380211259	5.62425768805817	3.83960257175486	GABRB1	ast	
4.31219665980856	2.78997629324167	3.12137463468359	3.69357953962103	5.22491225126982	3.82840787572493	TMEM47	ast	
5.12822704454442	3.30909791838365	5.09417421540562	1.79022057480059	3.77561054818493	3.81946606026384	PAMR1	ast	
4.81055175159708	4.13628660587159	2.66227045742797	3.96224520673454	3.36026556779221	3.78632391788468	CPE	ast	
2.17249701808126	0.83957025192899	5.63681227238883	6.23210857441596	4.03711277625511	3.78362017861403	FABP7	ast	
3.62740127545188	3.01539698490445	2.96276353921715	2.77562951682156	6.488450654316	3.77392839414221	LIX1	ast	
4.7470430962592	4.5402408332925	5.21978615142178	2.06161297663331	2.22091857655067	3.75792032683149	SLC13A5	ast	
4.48814067477484	4.42800039457104	3.51711114397277	1.73288014490236	4.58091977437924	3.74941042652005	IL33	ast	
3.68822660750951	2.58211630755221	5.50925446983672	3.06959138774307	3.88198158688602	3.74623407190551	SLC7A2	ast	
2.90648367632617	1.98318867822315	5.88795612510748	2.45275775402586	5.44722985955722	3.73552321864798	EGFR	ast	
3.95197100258863	3.75389056003552	2.47959067855571	3.27771190279912	5.19218068421572	3.73106896563894	PREX2	ast	
3.39702393798876	2.66482123639298	3.4639527058872	4.80906657890498	4.23180604269957	3.7133341003747	NDRG2	ast	
3.53762840148661	3.19945975190198	4.6152984198324	2.81618236280292	4.35693409320369	3.70510060584552	DTNA	ast	
4.24356250573938	2.90266403223916	4.13013195094391	2.47341451814448	4.69945011989678	3.68984462539274	ABCD2	ast	
4.03650357274251	3.2653856862424	3.82765521142316	3.10371222869372	4.21039406086607	3.68873015199357	HEPACAM	ast	
3.88668734388634	3.54193247964668	4.84647070189849	1.73945971730031	4.3501364086997	3.6729373302863	RGS20	ast	
4.1302386395981	0.851346697274605	4.69228851854563	2.9813443404095	5.69336938271349	3.66971751570826	ARHGEF26	ast	
4.3216945613444	4.40450748866832	3.7776845961472	1.39440813977402	4.35803716306079	3.65126638979895	GPAM	ast	
4.21430925056203	4.371277656952	2.7099834892064	1.54344130934968	5.18481096866597	3.60476453494722	CHI3L1	ast	
4.12746480379118	3.65580227285957	4.75660767655385	3.03269370993066	2.3882983384546	3.59217336031797	ADCYAP1R1	ast	
3.79348625349198	1.69048105626232	6.20424287506989	1.35979854972726	4.91198360693041	3.59199846829637	GDPD2	ast	
4.02393113990323	3.0168257910496	3.95227828153473	2.70509968948223	4.22355989135576	3.58433895866511	SLC1A4	ast	
3.21211417960317	2.36305990105199	4.61736165729522	2.84092221534914	4.85559360794092	3.57781031224809	POU3F2	ast	
5.96686528568683	6.28596780825376	-0.554078673378713	0	6.10302528216226	3.56035594054483	ETNPPL	ast	
3.76272569652873	1.97400584228751	5.17772411364507	2.16481596515796	4.56617942853887	3.52909020923163	MEGF10	ast	
4.12165905684137	3.96714267519724	2.59896596500669	2.21202216059564	4.72949505532408	3.525856982593	MT3	ast	
3.18204127380283	2.83445113414375	3.59121444406346	3.77392478592702	4.19162646695352	3.51465162097811	TTYH1	ast	
2.66557544031411	2.93562184051803	2.69764078441862	2.82159249690039	6.25942607142345	3.47597132671492	PRODH	ast	
1.70271824963993	0.540367858092182	5.3735389606309	2.22503812830736	7.37578690167178	3.44349001966843	PLCD4	ast	
4.21989595501812	3.71993404986004	2.3743220858407	2.98478723975649	3.85198249839615	3.4301843657743	DDAH1	ast	
3.57144049381423	3.61626937349105	3.41502713063453	2.17097041809179	4.34433444180229	3.42360837156678	LGR4	ast	
2.00791689518622	2.2311736315866	3.69468464890464	3.84152892412224	5.28241869266346	3.41154455849263	HTRA1	ast	
3.48935049116268	1.34119292159162	4.61145928644075	2.42469712084937	5.10927078775799	3.39519412156048	TLCD1	ast	
2.32366263827267	3.33000695775643	6.01318118125646	2.42191941385458	2.87922639839234	3.3935993179065	SLC30A10	ast	
2.50992321476982	2.32057370199256	6.44892819518507	0.874293862412732	4.80465241216032	3.3916742773041	HGF	ast	
4.36438774892217	1.84004187646551	4.05383988937281	3.23545888798437	3.37508342882005	3.37376236631298	KCNJ10	ast	
2.47613619218429	2.08547651206572	1.77682945668302	5.06384629199752	5.43733316060219	3.36792432270655	MT1X	ast	
4.82908479275912	4.87123483492555	2.952246779901	1.90608450026409	2.23013676131056	3.35775753383207	GABRA2	ast	
2.46827541936373	1.04080134748712	4.09109966654641	2.72801215717416	6.45957901189152	3.35755352049259	GLDC	ast	
3.2659390850064	1.0755588340446	3.22967320471502	3.6641791813237	5.54151279287059	3.35537261959206	MMD2	ast	
2.66709016329141	2.21115324313497	4.62348636746602	2.0093131022893	5.26576700454769	3.35536197614588	CTH	ast	
2.39388021955679	2.16319697073537	4.42762988844273	2.96257688371331	4.74608297744055	3.33867338797775	SLC6A1	ast	
4.38943679973153	2.21312833249468	3.50451214703685	2.47506326695269	3.99370948575641	3.31517000639443	LHX2	ast	
2.94259023615953	2.96697971260363	5.09882327326273	1.78714239677523	3.70064331637164	3.29923578703455	ITGA7	ast	
3.34856136166938	3.3461140271482	3.77223715783409	1.91280700899759	4.01618077420407	3.27918006597067	DKK3	ast	
3.92664631613094	2.56619906830845	5.23682179742243	0.848083391462137	3.74200075538243	3.26395026574128	PRDM16	ast	
0.9783409105126	0.928111504195941	3.63980488004914	4.27470059759365	6.4894086327121	3.26207330501269	LCAT	ast	
2.09154865872548	3.00179726598124	2.43984551561656	4.52089867967123	4.25126316308527	3.26107065661596	APOE	ast	
-1.20307065808087	-0.376944343566725	3.83351663070749	4.93829351059261	9.10799800488145	3.25995862890679	PLA2G7	ast	
4.13144957808864	1.58919339685602	4.44222880408005	2.64477124842937	3.49143250044212	3.25981510557924	GRIN2C	ast	
3.83788287724878	2.92553569429878	3.98511665664863	1.79156291654868	3.73924736701724	3.25586910235242	ACSS1	ast	
3.42497521299691	2.82167652628406	5.04077952461575	2.12273284401552	2.86432032355673	3.25489688629379	AIFM3	ast	
5.4456414911802	4.22873231539228	0.348329465875436	1.69324316275049	4.49619980067104	3.24242924717389	EFEMP1	ast	
3.37932737892081	1.86127713661106	3.33116167275195	2.46055583814627	5.16411503362935	3.23928741201189	NDP	ast	
3.50044253086739	2.8993494834077	2.58667714821523	2.34083621875897	4.83935907704342	3.23333289165854	PHKA1	ast	
2.27084367389036	1.10113846688939	4.66233283785781	2.32296654450068	5.75688458757705	3.22283322214306	EPHX2	ast	
3.81948231271801	1.53632917551834	5.27278617988247	1.55901316776064	3.92107664454393	3.22173749608468	SORCS2	ast	
3.77044506705456	2.51546406891607	3.27412566253896	2.70560036103586	3.71431228895768	3.19598948970063	PLXNB1	ast	
1.54002737278344	2.62247112923124	2.47167994372046	3.39130904692985	5.92230614435385	3.18955872740377	NKAIN4	ast	
3.74361087085582	2.75075426773834	4.02586759189388	1.91076221551071	3.41680379091235	3.16955974738222	C2ORF72	ast	
1.82755015645334	1.63260250019571	5.42866797560293	1.99078680259552	4.94691453309085	3.16530439358767	DAAM2	ast	
2.14076034448732	0	6.01063364117074	1.37308343194892	6.27886683191694	3.16066884990478	LGR6	ast	
2.54799857907854	3.04165269415539	3.74140321230447	1.25430422563191	5.20629865420194	3.15833147307445	FGD6	ast	
3.12934213665048	2.80102232619681	4.06923449656793	1.57254084685675	4.19695121095716	3.15381820344583	PPARGC1A	ast	
0	0	5.39682479750604	3.03593073663242	7.21160826772741	3.12887276037317	CBS	ast	
0.978169676062653	1.05043232320425	4.8503973005789	2.7504416096291	5.98014760918564	3.12191770373211	PHKG1	ast	
3.32740176585262	2.26549994933601	4.88695610349745	1.86554293385998	3.26395554830332	3.12187126016988	SLITRK2	ast	
2.91484247230604	2.24969221127841	3.99871915504484	2.8050656956436	3.61737189381302	3.11713828561718	FMN2	ast	
2.9364018967661	0.486947593137061	3.65684425359636	3.86613352975392	4.62985994297129	3.11523744324495	CSPG5	ast	
3.24539471199975	1.89316990627561	2.86017775111501	3.15911194032748	4.41307491690224	3.11418584532402	RLBP1	ast	
2.09230005171653	1.45025932031974	5.36255966999344	2.78723489414621	3.85708954453687	3.10988869614256	TRIM9	ast	
3.67858609245658	1.93342668362245	4.70018973800244	1.3033615583793	3.893967221818	3.10190625885575	FGFR2	ast	
3.38581113517517	2.24988895445329	3.4751896235038	2.85526014607587	3.47865832675187	3.088961637192	MFAP3L	ast	
3.75111924742352	2.47874960561814	2.99024724939255	3.017533095742	3.20642187631344	3.08881421489793	PBXIP1	ast	
2.42052645113836	1.86688752080649	4.31827751666945	2.25691213900362	4.57386387637712	3.08729350079901	TTPA	ast	
3.75669192690231	2.81916164330562	4.5835493846472	2.60643337604113	1.66673716945528	3.08651470007031	LRIG1	ast	
2.45847531822469	1.80335890732258	3.56177864676319	2.72955665066638	4.77055025824952	3.06474395624528	SLC38A3	ast	
3.32279243861538	2.55612090116836	4.03887598542192	2.30711474662523	3.05728782336718	3.05643837903962	FUT9	ast	
1.41486633142302	2.03672136771242	3.45385365794579	3.5487636933471	4.81224560205188	3.05329013049604	ABHD3	ast	
3.15581015662006	2.53773699336039	4.39487372817534	2.3193604735117	2.84763786852014	3.05108384403753	NPAS3	ast	
4.17905038895495	2.06951731580305	3.32710050171656	1.23644579596864	4.43019114848453	3.04846103018555	CD38	ast	
3.590183417811	3.2860218757584	2.92026476087956	1.99919559751501	3.43587650029072	3.04630843045094	GPM6A	ast	
3.37838369570361	1.87162285430142	4.62490197951261	2.93109816521246	2.42269025131985	3.04573938920999	SOX2	ast	
2.65158719378745	2.90546767523728	1.26961995866615	4.51166028728527	3.84483150394339	3.03663332378391	MT1E	ast	
2.94598389494507	3.21765440298727	3.00017343367681	1.22947530948403	4.7655972922204	3.03177686666271	GRAMD3	ast	
3.52199619619364	2.24974713434484	3.50716477507712	1.38552466940458	4.48020219771022	3.02892699454608	EYA1	ast	
3.31507523673063	3.23414705507801	4.39021634849018	1.9227669071873	2.25381062410313	3.02320323431785	ADORA2B	ast	
3.56003696970479	2.37318395847839	3.89360074037974	1.66169726964298	3.54708980492552	3.00712174862628	MRO	ast	
1.1825007757027	0.56355378098391	4.94603740421267	2.08372137357238	6.21025135411464	2.99721293771726	ENTPD2	ast	
3.96238450931558	5.06443592205015	3.169538783004	0	2.76429671244253	2.99213118536245	STON2	ast	
2.0759982423892	1.32621305912668	1.98201282229608	4.43933403152704	5.13423515746564	2.99155866256093	PRDX6	ast	
1.75763040303995	1.31095653247457	7.51922471638108	1.42697870450512	2.93983003404386	2.99092407808892	TNC	ast	
4.47195732326383	2.14196773446132	4.10298820943525	1.38785654177682	2.83037231907828	2.9870284256031	MAPK4	ast	
3.16621475360525	2.70593180088123	4.65862165703817	2.03928470048788	2.35269038384946	2.9845486591724	NRXN1	ast	
4.15250489067497	2.02466577785327	3.27562352691712	1.71245503726025	3.71896979007188	2.9768438045555	RNF182	ast	
3.59204904563172	3.06296098919422	3.79625821448157	1.68462360744146	2.71345225577252	2.9698688225043	FAM184A	ast	
3.42302478448107	3.4186969969201	2.49970158543644	3.18591169075237	2.2865451031205	2.9627760321421	GLUD1	ast	
2.61442770629527	1.72174060467791	3.33277018642617	2.4113602484737	4.69314291635983	2.95468833244658	PAQR8	ast	
3.77226224574713	2.39477346816397	3.86335562053522	1.68370104360559	3.05234990677055	2.95328845696449	WWC1	ast	
3.2416492807067	4.22955342105928	3.3979388429549	0.822232662461618	3.0170536535472	2.94168557214594	TRPM3	ast	
3.47181165763818	0	4.10466710387293	2.84387679214075	4.26180745258301	2.93643260124697	FJX1	ast	
4.32418948448942	3.22465323066099	2.63092415249446	1.35802913883426	3.12393885458569	2.93234697221297	AK4	ast	
3.08089212702532	0.696921160317067	4.87021724194172	2.86747545238889	3.07271848567666	2.91764489346993	IGDCC4	ast	
4.2926763034131	3.03201022863487	3.09678334018143	1.27378228328815	2.87900701949509	2.91485183500253	FAM171B	ast	
3.63687479469529	1.70415022257849	2.68052431503983	2.87264157836845	3.61130908202497	2.90109999854141	SLC9A3R1	ast	
4.66043514209207	3.51919057530924	1.33469107480137	2.98399309316649	2.00365252477447	2.90039248202873	SERPINE2	ast	
2.70984485297532	1.44235552102887	3.31907021507184	2.38940895730265	4.63941026033368	2.90001796134247	KCNJ16	ast	
3.12148385541755	-0.643879649501659	2.12899170483931	4.27901661480262	5.60671802855984	2.89846611082353	GSTM1	ast	
3.57414906522726	3.0493092790814	3.055100603028	2.28362716921902	2.52320361182245	2.89707794567563	ADCY2	ast	
3.73019534062755	1.20604568726352	4.7304190360413	1.54591603752631	3.22245356386977	2.88700593306569	NR2E1	ast	
1.68905686269198	1.47181433602834	3.82207555913304	2.56348825401792	4.88502862208222	2.8862927267907	SLC27A1	ast	
4.11603384094084	2.08247303741369	2.86066242985202	2.41074646272896	2.94071931978259	2.88212701814362	LRP4	ast	
1.78143874937716	2.52123591313993	3.77912835627277	1.5739930811161	4.69609679772129	2.87037857952545	AASS	ast	
2.87125403345415	2.85231516441843	2.86484993576837	2.22551083757402	3.48381522083456	2.85954903840991	CAMK2G	ast	
3.17501043394382	0.973735182797883	2.08657935611624	2.40006611874759	5.65187680549016	2.85745357941914	MAOB	ast	
3.47013458752612	1.47807163587444	3.65534058172101	1.46603491957724	4.17569763088667	2.8490558711171	SEMA4B	ast	
4.62918280530194	3.23766835968721	2.71226523336147	0	3.64583150878955	2.84498958142804	EMX2OS	ast	
1.94843475698961	-0.249979358809575	4.42457366265392	3.02740243804677	5.0329482725092	2.83667595427798	DBX2	ast	
4.61637918147683	3.0447792631827	1.71904444081282	1.50712223428233	3.27700312927479	2.83286564980589	TUBB2B	ast	
0	0	5.78404268641398	2.61080164639382	5.74183628376478	2.82733612331452	ITIH3	ast	
3.17334780293682	2.17927019324739	3.75392511787835	2.0642907088183	2.95247161458723	2.82466108749362	NRCAM	ast	
3.91191029450744	3.45892860299643	0.451282636931605	3.4090185210147	2.87199612322862	2.82062723573576	CST3	ast	
2.06578313559246	2.91183795643691	3.11150523571674	1.69111356086197	4.3134697890841	2.81874193553844	MERTK	ast	
3.04879317120119	3.25682119408746	2.75610548468149	1.42616319299085	3.58789487498257	2.81515558358871	LSAMP	ast	
3.49445282810231	2.70622683783111	3.53858738847858	1.13937093405352	3.16854282017912	2.80943616172893	MEIS2	ast	
3.00294577188375	2.92962826799834	3.34533260015272	1.32850120938206	3.43290793464348	2.80786315681207	MYO10	ast	
3.59660118210282	1.58975431022474	2.73900722480453	1.91166977321037	4.19901807348312	2.80721011276512	CXCL14	ast	
3.4002956847158	3.14922165821412	1.18111393550315	2.05671926176322	4.24747343567489	2.80696479517424	OAF	ast	
1.31689604153311	1.78808427139638	2.83821542643153	2.91199371444633	5.17568579641361	2.80617505004419	APPL2	ast	
2.86836544020831	2.90102413962808	1.36981951103238	3.1244049064376	3.72614852154766	2.79795250377081	ENHO	ast	
2.54485898132498	2.10963911557491	3.68601577894617	1.8053078374937	3.8241975758918	2.79400385784631	TRPS1	ast	
2.59230133070649	0.547980843050862	3.77715247743251	1.64551319516236	5.22406473423419	2.75740251611728	FAM198A	ast	
3.09974718246111	2.976512978777	4.46920401656082	1.24113189474356	1.97758439486864	2.75283609348223	GLIS3	ast	
2.92548183017803	3.16415736881542	4.15831639544292	0.877483278939236	2.61103676066366	2.74729512680785	AMOT	ast	
5.00578073718507	3.34762648393433	2.84520061273788	0.719293194432117	1.7865231122365	2.74088482810518	SPON1	ast	
2.74032717796664	0.400487351199467	6.21564609446142	0.68578234096852	3.64841453881081	2.73813150068137	GLI2	ast	
3.39249972249624	3.96664092587965	1.28645725821077	1.8715622755762	3.1258695422097	2.72860594487451	SELENBP1	ast	
3.17008773353774	2.47612291222928	3.57503354397073	1.17141227910794	3.21313632318512	2.72115855840616	SEMA4A	ast	
2.56044278984249	3.53319024393417	3.99994679561039	0.897389914912276	2.59540556213631	2.71727506128713	NHSL1	ast	
3.73671455931664	3.43948589208442	2.92573449345302	1.27307470601053	2.18653991528831	2.71230991323058	CACHD1	ast	
2.56302179853595	1.29100359779439	2.86510123277655	3.29268310945599	3.50633086761244	2.70362812123506	TSPAN7	ast	
3.12873349278866	3.35917862254287	3.21178078734584	0	3.81797680666452	2.70353394186838	HIF3A	ast	
2.79106284656621	2.57859187580965	3.74836451640685	1.81207197778544	2.5714875637289	2.70031575605941	ASTN1	ast	
3.29490474675987	2.82917698016687	1.49254409843729	3.08059937912753	2.75978854088434	2.69140274907518	GLUL	ast	
3.14890882207365	0.653304798486228	3.98398980934581	2.4645020393841	3.19720230334666	2.68958155452729	SOX21	ast	
3.82996798387756	2.84159189584963	1.58926529210304	1.51756904293609	3.66540673862977	2.68876019067922	SNTA1	ast	
1.89613692498629	1.23021698608026	3.73366717550927	0	6.57014606909147	2.68603343113346	TST	ast	
4.11357840533411	3.11118514832947	2.49960418036026	1.35308415850492	2.35000524732805	2.68549142797136	HEPH	ast	
1.57263749537836	2.16048357946732	4.5254666620288	1.76022044031659	3.35912908682087	2.67558745280239	CA8	ast	
3.34114041074829	2.85565183471813	3.35923971147628	1.05275190057703	2.74962679287185	2.67168213007831	TNIK	ast	
3.2325717236264	1.79928144883585	1.58811471791791	2.93162694076588	3.8000951418051	2.67033799459023	HSPB8	ast	
2.46553697470128	2.17498250710036	2.88477842306686	1.95957263460149	3.86304644697626	2.66958339728925	SH3PXD2B	ast	
3.89839212536539	3.833284482537	2.87137611209191	0	2.72751082534388	2.66611270906763	GRAMD1C	ast	
2.82665621785974	1.53707830768568	3.95501354905242	1.55094471360994	3.41229878235053	2.65639831411166	IGSF11	ast	
2.85965710441188	3.16885829881011	1.36716989231561	3.27767952086641	2.57876710602039	2.65042638448488	HOPX	ast	
3.67327694182497	1.73661244094678	3.27832313316788	1.96283229999709	2.59869447238256	2.64994785766385	PTN	ast	
3.47781097342791	2.22439839231775	2.57027581390508	1.05985866230848	3.91467863852701	2.64940449609725	VAV3	ast	
3.36862992365084	2.18108719878922	2.33710027607441	2.69769551226649	2.64528938270424	2.64596045869704	SDC2	ast	
2.53140260171386	1.38040832384478	2.18160611945979	3.0148456735997	4.11787431625396	2.64522740697442	RFTN2	ast	
2.83209231141725	3.01523167178223	1.76218315648339	2.18630072470131	3.42571289184296	2.64430415124543	PON2	ast	
3.6624150212038	2.82788471870141	3.55621123896715	1.15177234289153	2.01465104062583	2.64258687247795	CDH20	ast	
3.21491594373667	3.7347805388542	1.51178723729734	1.81942909819005	2.93155829679061	2.64249422297377	PHGDH	ast	
2.10762562534739	2.97360728172804	3.15878786116488	1.22707944315818	3.73448164906204	2.64031637209211	PRKD1	ast	
3.85640806039522	3.04500558693538	3.04001764639593	1.51016862332873	1.7247892522111	2.63527783385327	FAT1	ast	
2.5622259442515	1.76684151334437	4.13448674840002	2.43841650059489	2.27119528319334	2.63463319795683	LTBP1	ast	
3.73483440519767	3.09595567421965	1.57548557768085	1.7730176971721	2.9737211076662	2.6306028923873	NTM	ast	
0	-0.088729143931757	5.2222196020389	2.46670186865186	5.54181437782285	2.62840134091637	KIAA2012	ast	
2.11004507723494	1.02318808168168	4.88753198283459	2.49333269194549	2.62447879505015	2.62771532574937	VEGFA	ast	
2.57395977555467	2.17702180535523	4.25035062815555	1.08204226832709	3.05095477549592	2.62686585057769	PALLD	ast	
1.41317935304835	1.49644634594424	3.63123758727457	2.11461839928676	4.47849119315878	2.62679457574254	FGFR1	ast	
2.74060188432341	2.77037310697639	2.38850828457087	1.86546927808183	3.34995945799022	2.62298240238854	MRAS	ast	
4.1964404551351	0.897730349394119	3.84042683718249	0.833647335390381	3.3427227284494	2.6221935411103	EMX2	ast	
